"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @OswestryTC: PUBLIC MEETING - COMMUNITY AMBULANCE STATIONS Update
Due to limited capacity and significant interest the public meeting be…",FALSE,0,NA,2021-09-27 04:54:39,FALSE,NA,"1442351960376717314",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","shrewsmorris",2,TRUE,FALSE,NA,NA
"https://t.co/FvXDdhqLnR

ONLINE SHOPPING 10.10 SALE
#zoomjakol #jakolzoom #jakol #jakolskype #skypejakol #jakolwhereby #wherebyjakol",FALSE,0,NA,2021-09-27 04:54:39,FALSE,NA,"1442351957889335298",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","bittergourd2020",0,FALSE,FALSE,NA,NA
"RT @blackhatwizardd: Master list of how to SCRAPE leads and send cold emails

Scrape ecommerce, B2B, LinkedIn searches, info product seller…",FALSE,0,NA,2021-09-27 04:54:38,FALSE,NA,"1442351957721575436",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","OlaniyiAriyoO",126,TRUE,FALSE,NA,NA
"RT @WaanjaiArchive: [ZOOM LINK GIVEAWAY]
☀ L’Oreal Elseve &amp; Lotus X Gulf 🌻

📌 W.Archive followers
📌 1 x Winner
📌 Worldwide
📌 RT, LIKE &amp; Rep…",FALSE,0,NA,2021-09-27 04:54:23,FALSE,NA,"1442351894626775040",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Bequiiiii1",171,TRUE,FALSE,NA,NA
"RT @callmedollar: Shanrae had the neighborhood watch team get new batteries for their flashlights only for Kelly Price to call TMZ on Zoom…",FALSE,0,NA,2021-09-27 04:54:23,FALSE,NA,"1442351894316339202",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","TheInfamousHero",83,TRUE,FALSE,NA,NA
"i have a zoom meeting with my professor in 5 minutes and i feel like throwing up. this is what happens when you don… https://t.co/9t7IRXQvbw",FALSE,0,NA,2021-09-27 04:54:21,TRUE,NA,"1442351884426092549",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","gintokisdick",0,FALSE,FALSE,NA,NA
"RT @MarknNiceOfcl: 𝗠𝗻𝗡 𝗦𝗵𝗼𝗽 𝗢𝗳𝗰𝗹 𝗣𝗿𝗶𝗰𝗲𝗹𝗶𝘀𝘁
     𝙰𝚏𝚏𝚘𝚛𝚍𝚊𝚋𝚕𝚎 𝚏𝚘𝚛 𝚊𝚕𝚕

Tags: canva netflix mlbb dias garena shells spotify grammarly cheggstud…",FALSE,0,NA,2021-09-27 04:54:20,FALSE,NA,"1442351881875951619",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","yoshiwin5",31,TRUE,FALSE,NA,NA
"Tuesday 09.28.21 WE'RE HOSTING A FORUM @ 6pm
For Rome City Schools Board of Education Candidates Watch on Zoom or F… https://t.co/CfUWOfsnO6",FALSE,0,NA,2021-09-27 04:54:18,TRUE,NA,"1442351873730629636",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","OneCommuniUni",0,FALSE,FALSE,NA,NA
"RT @ViFeelings: so happy to see u @vicegandako even if it's just via zoom yay we luv u!! #ShowtimeRegisterNaPoll https://t.co/j4Ucy1Fb3W",FALSE,0,NA,2021-09-27 04:54:15,FALSE,NA,"1442351859390300163",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","viceysupremacy",28,TRUE,FALSE,NA,NA
"New artwork for sale! - \"Top 10 Features for an Ecommerce Mobile Application An Infographic \" -… https://t.co/Y5oZMSbuMo",FALSE,0,NA,2021-09-27 04:54:13,TRUE,NA,"1442351851509268480",NA,"<a href=\"https://fineartamerica.com\" rel=\"nofollow\">Fine Art America</a>","webgurutweet",0,FALSE,FALSE,NA,NA
"@nottoolame420 its too accurate for it not to be real bruh i tried to zoom in on one of the pics and it said 4/22 a… https://t.co/oJjyb7DRxm",FALSE,0,"nottoolame420",2021-09-27 04:54:11,TRUE,"1442339895486255105","1442351844030881794","722462735598915585","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","yerbalization",0,FALSE,FALSE,NA,NA
"RT @RapperPandit: Click&amp;Zoom this Pic : 1000 Reasons to Boycott Manyvars overpriced collection. Sharing with you Three

1. First Note the s…",FALSE,0,NA,2021-09-27 04:54:10,FALSE,NA,"1442351836279623684",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","kartarsainani",53,TRUE,FALSE,NA,NA
"RT @InfoMetahash: 🔥ZERO fee everyday realtime shopping w/crypto: https://t.co/cxRbJWX2tK, NFTs, tokens, smartC, decentralized apps (exchang…",FALSE,0,NA,2021-09-27 04:54:00,FALSE,NA,"1442351798296088578",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","ipuyanamrai1",13533,TRUE,FALSE,NA,NA
"@Kookiekhassoyji @taetaebiss @vntgejhs It was so funny tho. He had no care in the world. I was like how can you tak… https://t.co/jFTl3Z7pLk",FALSE,1,"Kookiekhassoyji",2021-09-27 04:53:52,TRUE,"1442092882228232192","1442351761243602952","3023986636","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Jimin_neutron_",0,FALSE,FALSE,NA,NA
"RT @iConversations: Zip Zoom Space &amp; Time #VaVaVoom. © dmp 2014, former: 

@NASA Satellite Database Modeler 
@JPMorgan Asst VP 
@IBM Global…",FALSE,0,NA,2021-09-27 04:53:50,FALSE,NA,"1442351752561496066",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","salonsaturday",1,TRUE,FALSE,NA,NA
"RT @KnowledgeLens: We are pleased to share that we have been featured on @YourStoryCo's Top 30 Quotes on #digitaltransformation: https://t.…",FALSE,0,NA,2021-09-27 04:53:47,FALSE,NA,"1442351741899456517",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","SnehaChristall",3,TRUE,FALSE,NA,NA
"🔆 Brillo al 100%
⏺ Zoom Al 100% https://t.co/Wb7NSXbqkn",FALSE,0,NA,2021-09-27 04:53:47,FALSE,NA,"1442351741786157061",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","gaypanamapas",0,FALSE,FALSE,NA,NA
"Weekend project: Done!

FINALLY made a workspace that I love! ❤️ #LifeAtShopify #WorkFromHome https://t.co/t91JSo9ikg",FALSE,2,NA,2021-09-27 04:53:45,FALSE,NA,"1442351733208801283",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","TraceySawatzky",0,FALSE,FALSE,NA,NA
"RT @Inside_TheMatch: Come check out the University at Buffalo’s Pediatric Residency Program! #PedsMatch2022. Date: Wednesday, Sept 29th, Ti…",FALSE,0,NA,2021-09-27 04:53:45,FALSE,NA,"1442351731539644416",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","franhemelean",5,TRUE,FALSE,NA,NA
"RT @RealEdenMccoy: there was so much LOVE on that zoom- thank u #GH fans for showing us your beautiful, smiling faces and spending your Sun…",FALSE,0,NA,2021-09-27 04:53:44,FALSE,NA,"1442351728985313280",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","JosslynFan",13,TRUE,FALSE,NA,NA
"when u got lot of work then some rando wants to get you into a zoom meeting without a schedule, like wtf?",FALSE,0,NA,2021-09-27 04:53:44,FALSE,NA,"1442351727961796611",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","eezz4444",0,FALSE,FALSE,NA,NA
"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @NAHIDha19863119: hi do you need any professional logo visit my link-https://t.co/TspiKLjAUW #logodesigns #logodesign #marketing #innova…",FALSE,0,NA,2021-09-27 04:59:34,FALSE,NA,"1442353195192242180",NA,"<a href=\"https://hopscotch.social/\" rel=\"nofollow\">Hopscotch Social</a>","SMM_News_Feed",1,TRUE,FALSE,NA,NA
"RT @LBRUT: Do you live in West or South Twickenham? 

Discuss local issues with @Richard83923480 @MichaelButlin @KatieMansfield &amp; @piers_al…",FALSE,0,NA,2021-09-27 04:59:32,FALSE,NA,"1442353190633152514",NA,"<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>","piers_allen",4,TRUE,FALSE,NA,NA
"RT @JereminionsW: Zoom Birthday Party with @imjeremyg and Jereminions family💛💛 super Saya and super enjoy💛😍 Thank you tita @CydMLl Tita Gay…",FALSE,0,NA,2021-09-27 04:59:31,FALSE,NA,"1442353184123461633",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","leianstephanie3",6,TRUE,FALSE,NA,NA
"lmao weren't that jeonsmhh that account who wanted to trend a break army zoom call on the day of the m&amp;g or somethi… https://t.co/RGQngxijJe",FALSE,0,NA,2021-09-27 04:59:30,TRUE,NA,"1442353179656482825",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","dilftanies",0,FALSE,FALSE,NA,NA
"my old classmate took one of the most famous pictures of Mills

never got to meet the man but participated in a con… https://t.co/nzUUXfBYPQ",FALSE,0,NA,2021-09-27 04:59:27,TRUE,NA,"1442353168642314243",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","KantNot1",0,FALSE,FALSE,NA,NA
"RT @TylerIAm: *slow motion zoom to Larry’s wallet somehow being on the 50 yard line*",FALSE,0,NA,2021-09-27 04:59:19,FALSE,NA,"1442353135360430080",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","TopShelfRa",480,TRUE,FALSE,NA,NA
"zoom in for the lesbians, again ❤️

#HonkaiImpact3rd #崩坏3rd https://t.co/HH7HqvA7D2",FALSE,0,"REDLICT0R",2021-09-27 04:59:18,FALSE,"1442319969602220032","1442353128393691136","1410451687173758980","<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","REDLICT0R",0,FALSE,FALSE,NA,NA
"Teacher on Zoom: How do you managed your sadness?
Mr 7: First, I talk to my sister, if that doesn’t work, I hug my… https://t.co/rRYBGmuYVf",FALSE,0,NA,2021-09-27 04:59:17,TRUE,NA,"1442353124593713152",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","shamilanathan",0,FALSE,FALSE,NA,NA
"RT @JamesBicycle: Was in a national zoom call. Please don't do anything that would send you to a hospital. Calgary person was interrupted b…",FALSE,0,NA,2021-09-27 04:59:08,FALSE,NA,"1442353089810370563",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","UnfilteredDanno",51,TRUE,FALSE,NA,NA
"RT @InfoMetahash: 🔥ZERO fee everyday realtime shopping w/crypto: https://t.co/cxRbJWX2tK, NFTs, tokens, smartC, decentralized apps (exchang…",FALSE,0,NA,2021-09-27 04:59:08,FALSE,NA,"1442353087671246853",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","seriushlyBigWin",13534,TRUE,FALSE,NA,NA
"Check out this exclusive content that highlights the key stats, facts, and fascinating journey of WooCommerce so fa… https://t.co/7dsCwhbZkI",FALSE,0,NA,2021-09-27 04:59:06,TRUE,NA,"1442353081543389187",NA,"<a href=\"https://coschedule.com\" rel=\"nofollow\">CoSchedule</a>","weDevs",0,FALSE,FALSE,NA,NA
"RT @ihsoyiKiyoshi: 🔊 #Giveaway Alert 🔊

5,000 @Safex Tokens $SFT and 1,000 @Safex Cash $SFX to one lucky winner.

Must be following me to w…",FALSE,0,NA,2021-09-27 04:59:06,FALSE,NA,"1442353080335437826",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","al_goodman_",13,TRUE,FALSE,NA,NA
"JOBS- Work from home JOIN \" #AFFILIATE PROGRAM\"
JOBS- #Ghar se job karen । ..
#money #workfromhome #job… https://t.co/RBJUFP9hPg",FALSE,0,NA,2021-09-27 04:59:03,TRUE,NA,"1442353069052760070",NA,"<a href=\"https://buffer.com\" rel=\"nofollow\">Buffer</a>","drvirendrakumar",0,FALSE,FALSE,NA,NA
"RT @ihsoyiKiyoshi: 🔊 #Giveaway Alert 🔊

5,000 @Safex Tokens $SFT and 1,000 @Safex Cash $SFX to one lucky winner.

Must be following me to w…",FALSE,0,NA,2021-09-27 04:59:01,FALSE,NA,"1442353059498274820",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","BitCrypto4",13,TRUE,FALSE,NA,NA
"Having multiple meetings when it could be a direct conversation (textual/voice call) kills so much productivity &amp; d… https://t.co/Xj156jefkz",FALSE,0,NA,2021-09-27 04:59:00,TRUE,NA,"1442353053332643840",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","geeksforgeeks",0,FALSE,FALSE,NA,NA
"💹https://t.co/ft2ouhFlH5 Futures AMA:Basic Knowledge of Perpetual Contract

⏰Sept 27 |  8：00 UTC

👉 Join us :… https://t.co/nJw8SjOl09",FALSE,0,NA,2021-09-27 04:58:51,TRUE,NA,"1442353017928384515",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","GateioFutures",0,FALSE,FALSE,NA,NA
"@barelysleeby I ALMOST ADDED THIS EXACT TWEET WITH THE ZOOM TO THE THREAD HAHSHSKDLDJC",FALSE,0,"barelysleeby",2021-09-27 04:58:49,FALSE,"1442352163821285378","1442353007853805568","4358722702","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","hallowever",0,FALSE,FALSE,NA,NA
"RT @dayoungjia: zoom if you miss yoon jia https://t.co/zsiYxbiA0v",FALSE,0,NA,2021-09-27 04:58:47,FALSE,NA,"1442353000945754112",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","nyeuo",382,TRUE,FALSE,NA,NA
"Club Rare is using the blockchain &amp; NFT in eCommerce so people can get the many benefits like on-time delivery, rea… https://t.co/DBAlmQEn4m",FALSE,0,NA,2021-09-27 04:58:47,TRUE,NA,"1442352999200813057",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","novie_talita",0,FALSE,FALSE,NA,NA
"RT @InfoMetahash: 🔥ZERO fee everyday realtime shopping w/crypto: https://t.co/cxRbJWX2tK, NFTs, tokens, smartC, decentralized apps (exchang…",FALSE,0,NA,2021-09-27 04:58:42,FALSE,NA,"1442352977889480711",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","oxyriegowins",13534,TRUE,FALSE,NA,NA
"RT @owzh_ch: Was machen die Frauen = What are the ladies doing?

a. Sie sprichen.
b. Sie sprache.
c. Sie sprechen.

Learn to conjugate verb…",FALSE,0,NA,2021-09-27 04:58:39,FALSE,NA,"1442352967047258119",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","KamKamkline17",4,TRUE,FALSE,NA,NA
"RT @dayoungjia: zoom if you miss yoon jia https://t.co/zsiYxbiA0v",FALSE,0,NA,2021-09-27 04:58:39,FALSE,NA,"1442352966946725892",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","pch4cco",382,TRUE,FALSE,NA,NA
"the one in the cardboard box is probably on a zoom call https://t.co/PjPEjkx8oB",FALSE,0,NA,2021-09-27 04:58:32,FALSE,NA,"1442352938505027587",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","fhuszar",0,FALSE,FALSE,NA,NA
"📢 Join the launch of the new @UNDP Insurance &amp; Risk Finance Facility &amp; find out how we will scale insurance solutio… https://t.co/3k8rkTLfeV",FALSE,0,NA,2021-09-27 04:58:30,TRUE,NA,"1442352929353076738",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","UNDP_Pakistan",0,FALSE,FALSE,NA,NA
"RT @BirdLifeAfrica: Join us in our webinar to learn more about the East Atlantic Flyway Initiative and the efforts being undertaken to cons…",FALSE,0,NA,2021-09-27 04:58:21,FALSE,NA,"1442352890983718920",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","patch_cervan",4,TRUE,FALSE,NA,NA
"@MLBPuertoRico Dale zoom",FALSE,0,"MLBPuertoRico",2021-09-27 04:58:17,FALSE,"1442321287557361665","1442352874168545280","2149741735","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","JaimeVe28242226",0,FALSE,FALSE,NA,NA
"With the autumn also comes a new season for the EPFL Seminar Series in #Imaging! 

Our first guest: Dr. Manuel Guiz… https://t.co/K5RbUlURus",FALSE,0,NA,2021-09-27 04:58:15,TRUE,NA,"1442352864802791424",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","EPFL_Imaging",0,FALSE,FALSE,NA,NA
"RT @ICMRNIN: National Webinars with @NCWIndia support  #POSHANMaah2021
Topic: Food Fortification
When: Sep 28, 11:30 AM IST
Register: https…",FALSE,0,NA,2021-09-27 04:58:14,FALSE,NA,"1442352860499374090",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","ManvithNaga",2,TRUE,FALSE,NA,NA
"RT @GirlUp: Calling all SRHRJ advocates! Join @GirlUp @Guttmacher @PathfinderInt @WomenDeliver on Sept. 28 as young leaders take the mic🎙 &amp;…",FALSE,0,NA,2021-09-27 04:58:11,FALSE,NA,"1442352850529624065",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","PMNCH",13,TRUE,FALSE,NA,NA
"@blardyslartfast I think he will Zoom The Glasgow Summit.
This may allow him to be selective with the meetings he a… https://t.co/WhsiDU8f9o",FALSE,0,"blardyslartfast",2021-09-27 04:58:10,TRUE,"1442331649606180866","1442352843466297350","2581819813","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","minnie736",0,FALSE,FALSE,NA,NA
"The concept and purpose of this project are very good. I hope that the development team will be able to make every… https://t.co/Nq07axWQKN",FALSE,0,NA,2021-09-27 04:58:01,TRUE,NA,"1442352806749474818",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Vera89407877",0,FALSE,FALSE,NA,NA
"RT @WaanjaiArchive: [ZOOM LINK GIVEAWAY]
☀ L’Oreal Elseve &amp; Lotus X Gulf 🌻

📌 W.Archive followers
📌 1 x Winner
📌 Worldwide
📌 RT, LIKE &amp; Rep…",FALSE,0,NA,2021-09-27 04:57:58,FALSE,NA,"1442352795479277573",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","missy_sunflower",171,TRUE,FALSE,NA,NA
"🧷 spotify viu  ph zoom pro crunchy roll tidal youtube i want tfc plus disney+  amazon prime hbo max go vpn nord  na… https://t.co/xL2gkUqf4H",FALSE,0,NA,2021-09-27 04:57:57,TRUE,NA,"1442352788348887046",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","gleamwrites",0,FALSE,FALSE,NA,NA
"RT @MoEWRSo: Our Fourth Facilitator Ms. Tracy Reddy is presenting on Water stewardship and the importance of private sector engagement:  In…",FALSE,0,NA,2021-09-27 04:57:56,FALSE,NA,"1442352788030193670",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Mohamedyahye4",2,TRUE,FALSE,NA,NA
"RT @BnbPay: #WooCommerce x #BNBPAY Ecommerce Plugin launching today /w @Vamoscoffee1 

The first #merchant using our #BNBPAY #plugin!

To c…",FALSE,0,NA,2021-09-27 04:57:56,FALSE,NA,"1442352787845615618",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","JeevitheshRoyal",14,TRUE,FALSE,NA,NA
"RT @ICMRNIN: National Webinars with @NCWIndia support  #POSHANMaah2021
Topic: Food Fortification
When: Sep 28, 11:30 AM IST
Register: https…",FALSE,0,NA,2021-09-27 04:57:50,FALSE,NA,"1442352762814009345",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","PIBImphal",2,TRUE,FALSE,NA,NA
"when i first saw the tweet i even thought it was a screencap from the game I HAD TO ZOOM TO SEE IT WAS AN ACTUAL SH… https://t.co/HVtTOrD86y",FALSE,0,"emma__martell",2021-09-27 04:57:49,TRUE,"1442352507066490881","1442352756967174149","1364899448661368835","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","emma__martell",0,FALSE,FALSE,NA,NA
"Zoom jakol? Dad bod here x",FALSE,0,NA,2021-09-27 04:57:45,FALSE,NA,"1442352739229392897",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","markyboy314",0,FALSE,FALSE,NA,NA
"RT @isura: People have got used to Zoom, Whatsapp, mobile payments, Google forms, door step delivery, youtube and Netflix during past 18 mo…",FALSE,0,NA,2021-09-27 04:57:43,FALSE,NA,"1442352731725844486",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","thishfs",9,TRUE,FALSE,NA,NA
"RT @AdoptionsUk: Please retweet to help Watson find a home #BATH #UK 

Lovely Lurcher has been overlooked, he's 'super affectionate', loves…",FALSE,0,NA,2021-09-27 04:57:38,FALSE,NA,"1442352709231800320",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","gonefortea1",144,TRUE,FALSE,NA,NA
"@Suelr2102 I have to go re discover it...
Literally was just thinking on it this week when it came up, perhaps in a… https://t.co/9NLzWcerHM",FALSE,0,"Suelr2102",2021-09-27 04:57:33,TRUE,"1442319205357871111","1442352690122551304","3240600853","<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","HelenBranton1",0,FALSE,FALSE,NA,NA
"Zoom in on all of the different faces for the full experience 😂😂 What a team 🥳🍾 #RyderCupUSA https://t.co/9aj39l3vdw",FALSE,0,NA,2021-09-27 04:57:31,FALSE,NA,"1442352680416858114",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","RealReppin",0,FALSE,FALSE,NA,NA
"For anybody who choose to make a living utilizing a ecommerce business you'll want to look into this… https://t.co/DV5xEpG9lR",FALSE,0,NA,2021-09-27 04:57:18,TRUE,NA,"1442352625790427141",NA,"<a href=\"https://blog.warriornetwork.global\" rel=\"nofollow\">Lean4Lifetime Tweet App</a>","Lean4Lifetime",0,FALSE,FALSE,NA,NA
"RT @InfoMetahash: 🔥ZERO fee everyday realtime shopping w/crypto: https://t.co/cxRbJWX2tK, NFTs, tokens, smartC, decentralized apps (exchang…",FALSE,0,NA,2021-09-27 04:57:14,FALSE,NA,"1442352611823210497",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","PohanDennis",13534,TRUE,FALSE,NA,NA
"Genius project is cool project. Project policy’s are very unique. There are unique opportunities for discovery, ana… https://t.co/Uz3HswIdQW",FALSE,0,NA,2021-09-27 04:57:07,TRUE,NA,"1442352580642983939",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Vera89407877",0,FALSE,FALSE,NA,NA
"@DavidSlack I wish we had Zoom and the internet in Hawke's Bay. 
The lack of studio access was the reason I was giv… https://t.co/onxoFhLWHQ",FALSE,0,"DavidSlack",2021-09-27 04:57:03,TRUE,"1442344198661804032","1442352562431148037","13843942","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","NapierinFrame",0,FALSE,FALSE,NA,NA
"RT @TylerIAm: \"Lets zoom into his helmet and see Davante adams lifeless eyes'\"",FALSE,0,NA,2021-09-27 04:57:02,FALSE,NA,"1442352560594198528",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","sexy_bradley",530,TRUE,FALSE,NA,NA
"RT @benjaoming: Microsoft Teams is such a pile of oversold garbage.

No matter where it's running - Linux, Windows, Android - people have d…",FALSE,0,NA,2021-09-27 04:57:01,FALSE,NA,"1442352555535659013",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","p_r",3,TRUE,FALSE,NA,NA
"RT @InfoMetahash: 🔥ZERO fee everyday realtime shopping w/crypto: https://t.co/cxRbJWX2tK, NFTs, tokens, smartC, decentralized apps (exchang…",FALSE,0,NA,2021-09-27 04:56:59,FALSE,NA,"1442352546094272515",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","HueofLight",13534,TRUE,FALSE,NA,NA
"RT @VinaVirtuals: ‼️AFFORDABLE‼️

Premium accounts for cheap!🤩  

Tags: spotify netflix canva viu ph microsoft 365 vypr vpn scribd disney h…",FALSE,0,NA,2021-09-27 04:56:54,FALSE,NA,"1442352525584199685",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","luckysungh00n",138,TRUE,FALSE,NA,NA
"RT @ihsoyiKiyoshi: 🔊 #Giveaway Alert 🔊

5,000 @Safex Tokens $SFT and 1,000 @Safex Cash $SFX to one lucky winner.

Must be following me to w…",FALSE,0,NA,2021-09-27 04:56:54,FALSE,NA,"1442352525206691840",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Bugihunter1",13,TRUE,FALSE,NA,NA
"RT @WeAreZoop: We have a little over 3 days to go for CORNERMAN by Ray-Anthony Height and Chris Robinson. Lets rally and make this a realit…",FALSE,0,NA,2021-09-27 04:56:53,FALSE,NA,"1442352523080200195",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","WeAreZoop",3,TRUE,FALSE,NA,NA
"RT @InfoMetahash: 🔥ZERO fee everyday realtime shopping w/crypto: https://t.co/cxRbJWX2tK, NFTs, tokens, smartC, decentralized apps (exchang…",FALSE,0,NA,2021-09-27 04:56:52,FALSE,NA,"1442352516444741637",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","hakita_",13534,TRUE,FALSE,NA,NA
"@skaushi So lockdowns not good for ecommerce? I guess after lockdowns folks still wanna stay locked in homes and or… https://t.co/lOe8KdeWxA",FALSE,0,"skaushi",2021-09-27 04:56:44,TRUE,"1442249428182601728","1442352482852786181","28489821","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","rattlesnakey2",0,FALSE,FALSE,NA,NA
"@do_not_test_me In the future, we will all rely on annoying steam punk bifocals with multiple lenses, and its all zoom's fault.",FALSE,0,"do_not_test_me",2021-09-27 04:56:41,FALSE,"1442347528188399621","1442352471905501186","713703579735855104","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Johnny_MNU",0,FALSE,FALSE,NA,NA
